YY-MM-DD,UNIQUE STORM NAME,STATUS OF SYSTEM,LATITUDE,LONGITUDE,WIND SPEED,PRESSURE,SR,YEAR,MONTH,DATE,DDMM,JULIAN,START DATE,END DATE,DURATION,TYPE,DECADE
19150827,UNNAMED1915239, TS, 18.0N,  44.5W,40,-999,12780,1915,8,27,8/27,239,19150827,19150911,85,Unnamed,1910
19150831,UNNAMED1915243, TD, 15.0N,  79.5W,30,-999,12839,1915,8,31,8/31,243,19150831,19150906,76,Unnamed,1910
19150919,UNNAMED1915262, TD, 25.5N,  63.5W,30,-999,12866,1915,9,19,9/19,262,19150919,19150923,5,Unnamed,1910
19150921,UNNAMED1915264, TS, 12.3N,  61.0W,35,-999,12882,1915,9,21,9/21,264,19150921,19151001,81,Unnamed,1910
19160513,UNNAMED1916133, TD, 21.0N,  80.0W,25,-999,12924,1916,5,13,5/13,133,19160513,19160518,6,Unnamed,1910
19160628,UNNAMED1916179, TD, 12.5N,  79.5W,25,-999,12943,1916,6,28,6/28,179,19160628,19160710,83,Unnamed,1910
19160710,UNNAMED1916191, TD, 11.5N,  52.1W,30,-999,12994,1916,7,10,7/10,191,19160710,19160722,13,Unnamed,1910
19160711,UNNAMED1916192, TS, 25.9N,  71.2W,40,-999,13046,1916,7,11,7/11,192,19160711,19160715,5,Unnamed,1910
19160804,UNNAMED1916216, TS, 24.0N,  94.0W,35,-999,13066,1916,8,4,8/4,216,19160804,19160806,3,Unnamed,1910
19160812,UNNAMED1916224, TS, 13.4N,  55.0W,35,-999,13076,1916,8,12,8/12,224,19160812,19160820,9,Unnamed,1910
19160821,UNNAMED1916233, TS, 16.0N,  60.3W,55,-999,13109,1916,8,21,8/21,233,19160821,19160826,6,Unnamed,1910
19160827,UNNAMED1916239, TS, 14.0N,  47.6W,60,-999,13131,1916,8,27,8/27,239,19160827,19160902,76,Unnamed,1910
19160904,UNNAMED1916247, TS, 24.2N,  75.5W,35,-999,13157,1916,9,4,9/4,247,19160904,19160907,4,Unnamed,1910
19160913,UNNAMED1916256, TD, 20.5N,  56.0W,30,-999,13168,1916,9,13,9/13,256,19160913,19160922,10,Unnamed,1910
19160917,UNNAMED1916260, TS, 13.0N,  45.5W,35,-999,13203,1916,9,17,9/17,260,19160917,19160925,9,Unnamed,1910
19161002,UNNAMED1916275, TS, 26.5N,  74.6W,40,-999,13234,1916,10,2,10/2,275,19161002,19161005,4,Unnamed,1910
19161006,UNNAMED1916279, TD, 11.7N,  59.2W,30,-999,13247,1916,10,6,10/6,279,19161006,19161015,10,Unnamed,1910
19161009,UNNAMED1916282, TD, 18.5N,  75.6W,25,-999,13283,1916,10,9,10/9,282,19161009,19161019,11,Unnamed,1910
19161111,UNNAMED1916315, TD, 12.3N,  75.5W,30,-999,13326,1916,11,11,11/11,315,19161111,19161116,6,Unnamed,1910
19170706,UNNAMED1917187, TD, 12.0N,  59.0W,25,-999,13348,1917,7,6,7/6,187,19170706,19170714,9,Unnamed,1910
19170806,UNNAMED1917218, TS, 32.0N,  67.5W,35,-999,13381,1917,8,6,8/6,218,19170806,19170811,6,Unnamed,1910
19170830,UNNAMED1917242, TS, 15.5N,  44.5W,60,-999,13405,1917,8,30,8/30,242,19170830,19170907,78,Unnamed,1910
19170920,UNNAMED1917263, TS, 13.4N,  57.1W,40,-999,13440,1917,9,20,9/20,263,19170920,19170930,11,Unnamed,1910
19180801,UNNAMED1918213, TS, 12.6N,  58.5W,35,-999,13483,1918,8,1,8/1,213,19180801,19180807,7,Unnamed,1910
19180822,UNNAMED1918234, TS, 12.0N,  57.5W,60,-999,13511,1918,8,22,8/22,234,19180822,19180826,5,Unnamed,1910
19180823,UNNAMED1918235, TS, 27.7N,  73.3W,35,-999,13529,1918,8,23,8/23,235,19180823,19180826,4,Unnamed,1910
19180831,UNNAMED1918243, TS, 35.0N,  51.0W,35,-999,13544,1918,8,31,8/31,243,19180831,19180906,76,Unnamed,1910
19180902,UNNAMED1918245, TS, 24.6N,  57.0W,40,-999,13567,1918,9,2,9/2,245,19180902,19180908,7,Unnamed,1910
19180909,UNNAMED1918252, TS, 13.9N,  59.8W,35,-999,13594,1918,9,9,9/9,252,19180909,19180914,6,Unnamed,1910
19190702,UNNAMED1919183, TD, 24.6N,  84.3W,25,-999,13617,1919,7,2,7/2,183,19190702,19190705,4,Unnamed,1910
19190902,UNNAMED1919245, TD, 33.0N,  72.7W,30,-999,13633,1919,9,2,9/2,245,19190902,19190916,15,Unnamed,1910
19190902,UNNAMED1919245, TD, 16.0N,  61.0W,25,-999,13646,1919,9,2,9/2,245,19190902,19190916,15,Unnamed,1910
19190929,UNNAMED1919272, TD, 27.5N,  75.5W,30,-999,13705,1919,9,29,9/29,272,19190929,19191002,74,Unnamed,1910
19191110,UNNAMED1919314, EX, 32.0N,  58.5W,30,-999,13719,1919,11,10,11/10,314,19191110,19191115,6,Unnamed,1910
19200907,UNNAMED1920250, TS, 11.1N,  36.6W,35,-999,13743,1920,9,7,9/7,250,19200907,19200916,10,Unnamed,1920
19200916,UNNAMED1920259, TD, 11.7N,  76.5W,30,-999,13781,1920,9,16,9/16,259,19200916,19200923,8,Unnamed,1920
19200919,UNNAMED1920262, TD, 30.4N,  76.8W,25,-999,13811,1920,9,19,9/19,262,19200919,19200924,6,Unnamed,1920
19200923,UNNAMED1920266, TD, 32.5N,  57.0W,30,-999,13831,1920,9,23,9/23,266,19200923,19200927,5,Unnamed,1920
19200925,UNNAMED1920268, TD, 25.0N,  83.0W,25,-999,13849,1920,9,25,9/25,268,19200925,19200930,6,Unnamed,1920
19210616,UNNAMED1921167, TD, 16.5N,  82.4W,30,-999,13873,1921,6,16,6/16,167,19210616,19210626,11,Unnamed,1920
19210904,UNNAMED1921247, TD, 21.0N,  95.0W,30,-999,13916,1921,9,4,9/4,247,19210904,19210908,5,Unnamed,1920
19210906,UNNAMED1921249, TS, 10.0N,  40.0W,40,-999,13932,1921,9,6,9/6,249,19210906,19210917,12,Unnamed,1920
19210908,UNNAMED1921251, TS, 23.0N,  63.4W,35,-999,13980,1921,9,8,9/8,251,19210908,19210914,7,Unnamed,1920
19211015,UNNAMED1921288, TD, 24.0N,  84.0W,30,-999,14008,1921,10,15,10/15,288,19211015,19211024,10,Unnamed,1920
19211020,UNNAMED1921293, TS, 12.7N,  80.1W,35,-999,14044,1921,10,20,10/20,293,19211020,19211030,11,Unnamed,1920
19211119,UNNAMED1921323, TD, 20.9N,  65.0W,25,-999,14087,1921,11,19,11/19,323,19211119,19211125,7,Unnamed,1920
19220612,UNNAMED1922163, TD, 15.5N,  82.3W,25,-999,14115,1922,6,12,6/12,163,19220612,19220616,5,Unnamed,1920
19220913,UNNAMED1922256, TD, 10.4N,  46.8W,30,-999,14133,1922,9,13,9/13,256,19220913,19220928,16,Unnamed,1920
19220918,UNNAMED1922261, TD, 28.8N,  79.4W,30,-999,14195,1922,9,18,9/18,261,19220918,19220925,8,Unnamed,1920
19221011,UNNAMED1922284, TD, 12.0N,  75.5W,25,-999,14224,1922,10,11,10/11,284,19221011,19221022,12,Unnamed,1920
19221012,UNNAMED1922285, TD, 16.5N,  84.5W,25,-999,14270,1922,10,12,10/12,285,19221012,19221017,6,Unnamed,1920
19230622,UNNAMED1923173, TD, 20.0N,  95.0W,25,-999,14294,1923,6,22,6/22,173,19230622,19230629,8,Unnamed,1920
19230901,UNNAMED1923244, TD, 29.4N,  73.0W,25,-999,14322,1923,9,1,9/1,244,19230901,19230910,10,Unnamed,1920
19230907,UNNAMED1923250, TD, 11.7N,  19.4W,30,-999,14361,1923,9,7,9/7,250,19230907,19230911,5,Unnamed,1920
19230910,UNNAMED1923253, TD, 27.0N,  73.0W,25,-999,14378,1923,9,10,9/10,253,19230910,19230915,6,Unnamed,1920
19230924,UNNAMED1923267, TS, 21.0N,  73.0W,40,-999,14399,1923,9,24,9/24,267,19230924,19231004,81,Unnamed,1920
19231012,UNNAMED1923285, TS, 10.4N,  93.0W,35,-999,14440,1923,10,12,10/12,285,19231012,19231017,6,Unnamed,1920
19231015,UNNAMED1923288, TS, 21.6N,  63.8W,35,-999,14462,1923,10,15,10/15,288,19231015,19231019,5,Unnamed,1920
19231016,UNNAMED1923289, TS, 20.5N,  95.0W,35,-999,14483,1923,10,16,10/16,289,19231016,19231021,6,Unnamed,1920
19231024,UNNAMED1923297, TS, 19.3N,  59.8W,35,-999,14506,1923,10,24,10/24,297,19231024,19231027,4,Unnamed,1920
19240618,UNNAMED1924169, TS, 17.6N,  85.2W,35,-999,14518,1924,6,18,6/18,169,19240618,19240621,4,Unnamed,1920
19240728,UNNAMED1924209, TD, 28.5N,  78.5W,30,-999,14532,1924,7,28,7/28,209,19240728,19240730,3,Unnamed,1920
19240816,UNNAMED1924228, TD, 10.5N,  54.6W,25,-999,14543,1924,8,16,8/16,228,19240816,19240828,13,Unnamed,1920
19240826,UNNAMED1924238, TS, 13.7N,  48.0W,35,-999,14593,1924,8,26,8/26,238,19240826,19240906,81,Unnamed,1920
19240913,UNNAMED1924256, TS, 24.0N,  84.5W,35,-999,14641,1924,9,13,9/13,256,19240913,19240919,7,Unnamed,1920
19240920,UNNAMED1924263, TD, 15.8N,  22.6W,25,-999,14670,1924,9,20,9/20,263,19240920,19240922,3,Unnamed,1920
19240924,UNNAMED1924267, TD, 11.3N,  22.2W,25,-999,14682,1924,9,24,9/24,267,19240924,19241005,82,Unnamed,1920
19240927,UNNAMED1924270, TD, 16.5N,  86.0W,25,-999,14730,1924,9,27,9/27,270,19240927,19241001,75,Unnamed,1920
19241011,UNNAMED1924284, TD, 25.5N,  88.0W,30,-999,14748,1924,10,11,10/11,284,19241011,19241015,5,Unnamed,1920
19241014,UNNAMED1924287, TD, 15.7N,  83.5W,25,-999,14764,1924,10,14,10/14,287,19241014,19241023,10,Unnamed,1920
19241105,UNNAMED1924309, TS, 12.5N,  80.0W,35,-999,14804,1924,11,5,11/5,309,19241105,19241114,10,Unnamed,1920
19250818,UNNAMED1925230, TD, 29.0N,  75.5W,25,-999,14842,1925,8,18,8/18,230,19250818,19250821,4,Unnamed,1920
19250825,UNNAMED1925237, TD, 30.0N,  78.0W,25,-999,14856,1925,8,25,8/25,237,19250825,19250828,4,Unnamed,1920
19250906,UNNAMED1925249, TD, 22.0N,  93.2W,30,-999,14867,1925,9,6,9/6,249,19250906,19250907,2,Unnamed,1920
19251127,UNNAMED1925331, TD, 20.2N,  85.9W,30,-999,14875,1925,11,27,11/27,331,19251127,19251205,79,Unnamed,1920
19260722,UNNAMED1926203, TS, 12.8N,  56.5W,35,-999,14911,1926,7,22,7/22,203,19260722,19260802,81,Unnamed,1920
19260729,UNNAMED1926210, TD, 16.0N,  46.0W,25,-999,14958,1926,7,29,7/29,210,19260729,19260808,80,Unnamed,1920
19260820,UNNAMED1926232, TD, 12.5N,  75.5W,25,-999,15000,1926,8,20,8/20,232,19260820,19260827,8,Unnamed,1920
19260901,UNNAMED1926244, TD, 13.8N,  41.2W,30,-999,15031,1926,9,1,9/1,244,19260901,19260924,24,Unnamed,1920
19260910,UNNAMED1926253, TS, 25.6N,  54.3W,60,-999,15126,1926,9,10,9/10,253,19260910,19260914,5,Unnamed,1920
19260911,UNNAMED1926254, TD, 16.6N,  81.7W,25,-999,15145,1926,9,11,9/11,254,19260911,19260922,12,Unnamed,1920
19260911,UNNAMED1926254, TS, 15.4N,  46.0W,55,-999,15172,1926,9,11,9/11,254,19260911,19260922,12,Unnamed,1920
19260921,UNNAMED1926264, TS, 29.0N,  49.0W,45,-999,15218,1926,9,21,9/21,264,19260921,19261001,81,Unnamed,1920
19261003,UNNAMED1926276, TD, 14.5N,  79.0W,30,-999,15260,1926,10,3,10/3,276,19261003,19261005,3,Unnamed,1920
19261014,UNNAMED1926287, TD, 11.5N,  81.2W,25,-999,15271,1926,10,14,10/14,287,19261014,19261028,15,Unnamed,1920
19261112,UNNAMED1926316, TD, 11.2N,  79.2W,30,-999,15328,1926,11,12,11/12,316,19261112,19261116,5,Unnamed,1920
19270818,UNNAMED1927230, TS, 14.0N,  40.0W,35,-999,15346,1927,8,18,8/18,230,19270818,19270829,12,Unnamed,1920
19270902,UNNAMED1927245, TD, 16.7N,  20.0W,30,-999,15391,1927,9,2,9/2,245,19270902,19270911,10,Unnamed,1920
19270922,UNNAMED1927265, TD, 10.3N,  36.0W,30,-999,15430,1927,9,22,9/22,265,19270922,19270929,8,Unnamed,1920
19270923,UNNAMED1927266, TS, 19.0N,  49.2W,35,-999,15458,1927,9,23,9/23,266,19270923,19271001,79,Unnamed,1920
19270930,UNNAMED1927273, TD, 23.0N,  69.0W,30,-999,15494,1927,9,30,9/30,273,19270930,19271004,75,Unnamed,1920
19271016,UNNAMED1927289, TD, 16.5N,  87.0W,30,-999,15511,1927,10,16,10/16,289,19271016,19271019,4,Unnamed,1920
19271030,UNNAMED1927303, TD, 19.5N,  80.0W,30,-999,15525,1927,10,30,10/30,303,19271030,19271104,75,Unnamed,1920
19271119,UNNAMED1927323, TD, 20.5N,  50.4W,30,-999,15545,1927,11,19,11/19,323,19271119,19271121,3,Unnamed,1920
19280803,UNNAMED1928215, TS, 18.8N,  63.6W,35,-999,15557,1928,8,3,8/3,215,19280803,19280813,11,Unnamed,1920
19280807,UNNAMED1928219, TD, 11.5N,  60.3W,30,-999,15603,1928,8,7,8/7,219,19280807,19280817,11,Unnamed,1920
19280901,UNNAMED1928244, TD, 17.2N,  72.8W,25,-999,15645,1928,9,1,9/1,244,19280901,19280908,8,Unnamed,1920
19280906,UNNAMED1928249, TD, 14.2N,  17.0W,30,-999,15674,1928,9,6,9/6,249,19280906,19280921,16,Unnamed,1920
19280908,UNNAMED1928251, TS, 18.0N,  48.0W,35,-999,15736,1928,9,8,9/8,251,19280908,19280913,6,Unnamed,1920
19281010,UNNAMED1928283, TS, 16.7N,  35.6W,40,-999,15756,1928,10,10,10/10,283,19281010,19281015,6,Unnamed,1920
19290627,UNNAMED1929178, TS, 21.3N,  93.3W,35,-999,15778,1929,6,27,6/27,178,19290627,19290630,4,Unnamed,1920
19290919,UNNAMED1929262, TD, 23.0N,  63.6W,30,-999,15793,1929,9,19,9/19,262,19290919,19291005,87,Unnamed,1920
19290925,UNNAMED1929268, TD, 32.0N,  66.5W,30,-999,15860,1929,9,25,9/25,268,19290925,19290929,5,Unnamed,1920
19291015,UNNAMED1929288, TS, 31.8N,  37.4W,50,-999,15880,1929,10,15,10/15,288,19291015,19291020,6,Unnamed,1920
19291019,UNNAMED1929292, TD, 26.5N,  51.5W,30,-999,15902,1929,10,19,10/19,292,19291019,19291023,5,Unnamed,1920
19300821,UNNAMED1930233, TS, 20.6N,  54.5W,45,-999,15917,1930,8,21,8/21,233,19300821,19300903,83,Unnamed,1930
19300829,UNNAMED1930241, TD, 12.8N,  43.5W,30,-999,15967,1930,8,29,8/29,241,19300829,19300917,89,Unnamed,1930
19301018,UNNAMED1930291, TD, 20.0N,  95.5W,30,-999,16048,1930,10,18,10/18,291,19301018,19301021,4,Unnamed,1930
19310624,UNNAMED1931175, TD, 18.0N,  87.0W,30,-999,16060,1931,6,24,6/24,175,19310624,19310628,5,Unnamed,1930
19310711,UNNAMED1931192, TD, 15.7N,  82.3W,30,-999,16079,1931,7,11,7/11,192,19310711,19310717,7,Unnamed,1930
19310810,UNNAMED1931222, TD, 13.5N,  61.0W,30,-999,16105,1931,8,10,8/10,222,19310810,19310819,10,Unnamed,1930
19310816,UNNAMED1931228, TD, 14.2N,  59.3W,25,-999,16139,1931,8,16,8/16,228,19310816,19310821,6,Unnamed,1930
19310901,UNNAMED1931244, TD, 18.6N,  60.9W,25,-999,16160,1931,9,1,9/1,244,19310901,19310904,4,Unnamed,1930
19310906,UNNAMED1931249, TD, 12.4N,  62.7W,30,-999,16173,1931,9,6,9/6,249,19310906,19310913,8,Unnamed,1930
19310908,UNNAMED1931251, TS, 15.2N,  53.0W,40,-999,16201,1931,9,8,9/8,251,19310908,19310916,9,Unnamed,1930
19310923,UNNAMED1931266, TD, 18.5N,  51.7W,25,-999,16234,1931,9,23,9/23,266,19310923,19310929,7,Unnamed,1930
19311013,UNNAMED1931286, TD, 24.8N,  75.6W,30,-999,16259,1931,10,13,10/13,286,19311013,19311016,4,Unnamed,1930
19311018,UNNAMED1931291, TD, 17.2N,  85.5W,30,-999,16272,1931,10,18,10/18,291,19311018,19311022,5,Unnamed,1930
19311101,UNNAMED1931305, TD, 17.5N,  83.5W,30,-999,16290,1931,11,1,11/1,305,19311101,19311105,5,Unnamed,1930
19311111,UNNAMED1931315, TD, 11.5N,  79.0W,30,-999,16308,1931,11,11,11/11,315,19311111,19311116,6,Unnamed,1930
19311122,UNNAMED1931326, TS, 22.0N,  63.7W,35,-999,16330,1931,11,22,11/22,326,19311122,19311125,4,Unnamed,1930
19320505,UNNAMED1932125, TD, 14.7N,  75.0W,25,-999,16345,1932,5,5,5/5,125,19320505,19320511,7,Unnamed,1930
19320812,UNNAMED1932224, TS, 22.0N,  90.3W,35,-999,16368,1932,8,12,8/12,224,19320812,19320815,4,Unnamed,1930
19320826,UNNAMED1932238, TD, 20.5N,  69.2W,30,-999,16385,1932,8,26,8/26,238,19320826,19320904,79,Unnamed,1930
19320830,UNNAMED1932242, TD, 18.8N,  63.6W,30,-999,16424,1932,8,30,8/30,242,19320830,19320917,88,Unnamed,1930
19320904,UNNAMED1932247, TS, 36.8N,  47.2W,45,-999,16497,1932,9,4,9/4,247,19320904,19320907,4,Unnamed,1930
19320909,UNNAMED1932252, TS, 19.2N,  93.3W,35,-999,16513,1932,9,9,9/9,252,19320909,19320918,10,Unnamed,1930
19320916,UNNAMED1932259, TS, 30.4N,  41.6W,35,-999,16551,1932,9,16,9/16,259,19320916,19320926,11,Unnamed,1930
19320918,UNNAMED1932261, TD, 20.8N,  95.0W,30,-999,16595,1932,9,18,9/18,261,19320918,19320921,4,Unnamed,1930
19320925,UNNAMED1932268, TS, 16.8N,  56.7W,50,-999,16612,1932,9,25,9/25,268,19320925,19321002,78,Unnamed,1930
19320928,UNNAMED1932271, TS, 35.5N,  49.0W,35,-999,16643,1932,9,28,9/28,271,19320928,19320930,3,Unnamed,1930
19321007,UNNAMED1932280, TD, 15.6N,  82.4W,30,-999,16653,1932,10,7,10/7,280,19321007,19321018,12,Unnamed,1930
19321008,UNNAMED1932281, TD, 23.6N,  57.0W,30,-999,16700,1932,10,8,10/8,281,19321008,19321012,5,Unnamed,1930
19321018,UNNAMED1932291, TS, 25.5N,  42.0W,35,-999,16718,1932,10,18,10/18,291,19321018,19321021,4,Unnamed,1930
19321030,UNNAMED1932303, TD, 15.0N,  55.4W,25,-999,16731,1932,10,30,10/30,303,19321030,19321114,85,Unnamed,1930
19321103,UNNAMED1932307, TS, 13.8N,  47.8W,35,-999,16794,1932,11,3,11/3,307,19321103,19321110,8,Unnamed,1930
19330514,UNNAMED1933134, TS, 13.3N,  82.0W,35,-999,16825,1933,5,14,5/14,134,19330514,19330519,6,Unnamed,1930
19330624,UNNAMED1933175, TD,  9.0N,  42.5W,30,-999,16847,1933,6,24,6/24,175,19330624,19330707,84,Unnamed,1930
19330714,UNNAMED1933195, TD, 14.9N,  60.0W,30,-999,16900,1933,7,14,7/14,195,19330714,19330727,14,Unnamed,1930
19330724,UNNAMED1933205, TD, 31.0N,  57.0W,25,-999,16955,1933,7,24,7/24,205,19330724,19330805,82,Unnamed,1930
19330724,UNNAMED1933205, TD, 14.0N,  54.5W,30,-999,16966,1933,7,24,7/24,205,19330724,19330805,82,Unnamed,1930
19330813,UNNAMED1933225, TD, 12.3N,  21.5W,30,-999,17017,1933,8,13,8/13,225,19330813,19330828,16,Unnamed,1930
19330814,UNNAMED1933226, TD, 14.2N,  65.3W,30,-999,17079,1933,8,14,8/14,226,19330814,19330821,8,Unnamed,1930
19330822,UNNAMED1933234, TD, 12.6N,  24.9W,25,-999,17110,1933,8,22,8/22,234,19330822,19330905,84,Unnamed,1930
19330823,UNNAMED1933235, TD, 21.2N,  63.5W,25,-999,17170,1933,8,23,8/23,235,19330823,19330831,9,Unnamed,1930
19330826,UNNAMED1933238, TD, 18.9N,  92.3W,25,-999,17204,1933,8,26,8/26,238,19330826,19330830,5,Unnamed,1930
19330831,UNNAMED1933243, TS, 18.1N,  56.4W,55,-999,17218,1933,8,31,8/31,243,19330831,19330907,77,Unnamed,1930
19330908,UNNAMED1933251, TD, 15.4N,  56.6W,30,-999,17251,1933,9,8,9/8,251,19330908,19330922,15,Unnamed,1930
19330910,UNNAMED1933253, TD, 16.5N,  87.7W,30,-999,17311,1933,9,10,9/10,253,19330910,19330916,7,Unnamed,1930
19330916,UNNAMED1933259, TD, 11.3N,  57.9W,30,-999,17334,1933,9,16,9/16,259,19330916,19330925,10,Unnamed,1930
19330924,UNNAMED1933267, TS, 29.4N,  35.0W,45,-999,17372,1933,9,24,9/24,267,19330924,19330928,5,Unnamed,1930
19331001,UNNAMED1933274, TD, 20.5N,  70.4W,30,-999,17389,1933,10,1,10/1,274,19331001,19331009,9,Unnamed,1930
19331001,UNNAMED1933274, TS, 15.3N,  81.4W,35,-999,17405,1933,10,1,10/1,274,19331001,19331009,9,Unnamed,1930
19331025,UNNAMED1933298, TD, 13.5N,  80.1W,25,-999,17438,1933,10,25,10/25,298,19331025,19331107,83,Unnamed,1930
19331026,UNNAMED1933299, EX, 27.8N,  75.2W,35,-999,17493,1933,10,26,10/26,299,19331026,19331030,5,Unnamed,1930
19331115,UNNAMED1933319, TD, 11.2N,  79.9W,30,-999,17513,1933,11,15,11/15,319,19331115,19331117,3,Unnamed,1930
19340604,UNNAMED1934155, TD, 17.0N,  87.0W,30,-999,17521,1934,6,4,6/4,155,19340604,19340621,18,Unnamed,1930
19340712,UNNAMED1934193, TD, 30.7N,  79.4W,25,-999,17592,1934,7,12,7/12,193,19340712,19340717,6,Unnamed,1930
19340722,UNNAMED1934203, TD, 32.1N,  79.4W,25,-999,17613,1934,7,22,7/22,203,19340722,19340726,5,Unnamed,1930
19340820,UNNAMED1934232, TS, 13.5N,  57.7W,35,-999,17633,1934,8,20,8/20,232,19340820,19340823,4,Unnamed,1930
19340826,UNNAMED1934238, TS, 27.4N,  89.4W,35,-999,17644,1934,8,26,8/26,238,19340826,19340901,76,Unnamed,1930
19340901,UNNAMED1934244, EX, 28.8N,  72.0W,35,-999,17671,1934,9,1,9/1,244,19340901,19340904,4,Unnamed,1930
19340905,UNNAMED1934248, TS, 23.9N,  74.2W,40,-999,17686,1934,9,5,9/5,248,19340905,19340910,6,Unnamed,1930
19340916,UNNAMED1934259, TS, 13.2N,  57.2W,35,-999,17710,1934,9,16,9/16,259,19340916,19340923,8,Unnamed,1930
19340918,UNNAMED1934261, TD, 14.4N,  22.5W,25,-999,17739,1934,9,18,9/18,261,19340918,19340925,8,Unnamed,1930
19341001,UNNAMED1934274, TS, 26.1N,  38.3W,60,-999,17769,1934,10,1,10/1,274,19341001,19341006,6,Unnamed,1930
19341001,UNNAMED1934274, TD, 20.6N,  84.0W,25,-999,17781,1934,10,1,10/1,274,19341001,19341006,6,Unnamed,1930
19341019,UNNAMED1934292, TD, 15.3N,  76.9W,30,-999,17804,1934,10,19,10/19,292,19341019,19341023,5,Unnamed,1930
19341120,UNNAMED1934324, TS, 22.7N,  60.7W,35,-999,17821,1934,11,20,11/20,324,19341120,19341130,11,Unnamed,1930
19350515,UNNAMED1935135, TD, 17.0N,  68.5W,30,-999,17863,1935,5,15,5/15,135,19350515,19350519,5,Unnamed,1930
19350816,UNNAMED1935228, TD, 10.9N,  56.0W,25,-999,17880,1935,8,16,8/16,228,19350816,19350826,11,Unnamed,1930
19350829,UNNAMED1935241, TD, 23.3N,  68.8W,25,-999,17923,1935,8,29,8/29,241,19350829,19350910,82,Unnamed,1930
19350830,UNNAMED1935242, TD, 20.5N,  86.0W,25,-999,17975,1935,8,30,8/30,242,19350830,19350902,73,Unnamed,1930
19350923,UNNAMED1935266, TD, 14.8N,  74.7W,25,-999,17990,1935,9,23,9/23,266,19350923,19351002,80,Unnamed,1930
19351018,UNNAMED1935291, TD, 13.2N,  81.0W,25,-999,18029,1935,10,18,10/18,291,19351018,19351027,10,Unnamed,1930
19351030,UNNAMED1935303, TS, 32.3N,  60.9W,35,-999,18065,1935,10,30,10/30,303,19351030,19351108,79,Unnamed,1930
19351103,UNNAMED1935307, TD, 34.0N,  61.5W,30,-999,18104,1935,11,3,11/3,307,19351103,19351114,12,Unnamed,1930
19360612,UNNAMED1936163, TD, 18.1N,  87.3W,30,-999,18149,1936,6,12,6/12,163,19360612,19360617,6,Unnamed,1930
19360619,UNNAMED1936170, TD, 22.3N,  90.4W,30,-999,18172,1936,6,19,6/19,170,19360619,19360622,4,Unnamed,1930
19360626,UNNAMED1936177, TS, 26.2N,  95.5W,40,-999,18185,1936,6,26,6/26,177,19360626,19360628,3,Unnamed,1930
19360726,UNNAMED1936207, TD, 23.2N,  84.5W,25,-999,18193,1936,7,26,7/26,207,19360726,19360728,3,Unnamed,1930
19360727,UNNAMED1936208, TD, 23.6N,  74.0W,30,-999,18203,1936,7,27,7/27,208,19360727,19360801,75,Unnamed,1930
19360804,UNNAMED1936216, TD, 18.8N,  60.0W,30,-999,18227,1936,8,4,8/4,216,19360804,19360811,8,Unnamed,1930
19360807,UNNAMED1936219, TD, 26.6N,  87.7W,30,-999,18258,1936,8,7,8/7,219,19360807,19360812,6,Unnamed,1930
19360815,UNNAMED1936227, TS, 20.6N,  86.8W,35,-999,18279,1936,8,15,8/15,227,19360815,19360820,6,Unnamed,1930
19360820,UNNAMED1936232, TD, 25.5N,  76.3W,25,-999,18299,1936,8,20,8/20,232,19360820,19360823,4,Unnamed,1930
19360825,UNNAMED1936237, TD, 13.3N,  25.5W,30,-999,18313,1936,8,25,8/25,237,19360825,19360906,82,Unnamed,1930
19360828,UNNAMED1936240, TD, 18.1N,  86.2W,30,-999,18362,1936,8,28,8/28,240,19360828,19360831,4,Unnamed,1930
19360907,UNNAMED1936250, TS, 20.8N,  57.8W,35,-999,18375,1936,9,7,9/7,250,19360907,19360908,2,Unnamed,1930
19360908,UNNAMED1936251, TD, 13.1N,  48.5W,30,-999,18380,1936,9,8,9/8,251,19360908,19360925,18,Unnamed,1930
19360909,UNNAMED1936252, TD, 19.0N,  94.0W,25,-999,18451,1936,9,9,9/9,252,19360909,19360914,6,Unnamed,1930
19360918,UNNAMED1936261, TD, 19.0N,  59.7W,30,-999,18473,1936,9,18,9/18,261,19360918,19360925,8,Unnamed,1930
19361009,UNNAMED1936282, TS, 20.3N,  91.3W,35,-999,18501,1936,10,9,10/9,282,19361009,19361011,3,Unnamed,1930
19361202,UNNAMED1936336, EX, 27.0N,  27.0W,40,-999,18510,1936,12,2,12/2,336,19361202,19361216,15,Unnamed,1930
19370729,UNNAMED1937210, TD, 26.5N,  85.7W,25,-999,18565,1937,7,29,7/29,210,19370729,19370802,74,Unnamed,1930
19370802,UNNAMED1937214, TD, 22.8N,  75.5W,25,-999,18586,1937,8,2,8/2,214,19370802,19370809,8,Unnamed,1930
19370824,UNNAMED1937236, TD, 17.5N,  61.0W,30,-999,18614,1937,8,24,8/24,236,19370824,19370902,79,Unnamed,1930
19370909,UNNAMED1937252, TS, 17.9N,  54.5W,45,-999,18653,1937,9,9,9/9,252,19370909,19370914,6,Unnamed,1930
19370910,UNNAMED1937253, TS, 31.3N,  65.5W,35,-999,18677,1937,9,10,9/10,253,19370910,19370912,3,Unnamed,1930
19370913,UNNAMED1937256, TS, 17.0N,  56.4W,40,-999,18686,1937,9,13,9/13,256,19370913,19370920,8,Unnamed,1930
19370916,UNNAMED1937259, TS, 23.1N,  94.2W,35,-999,18717,1937,9,16,9/16,259,19370916,19370921,6,Unnamed,1930
